Overriding config with config/train_shakespeare_char_mac.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 80
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 2000
lr_decay_iters = 2000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
device = 'mps'  # run on cpu only
compile = False # do not torch compile the model

Overriding: n_head = 6
Overriding: n_layer = 4
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 7.11M
num decayed parameter tensors: 18, with 7,201,152 parameters
num non-decayed parameter tensors: 9, with 3,456 parameters
step 250: train loss 1.9542, val loss 2.0634
saving checkpoint to out-shakespeare-char
iter 250: loss 2.0243, time 16128.01ms, mfu 0.73%
iter 260: loss 1.9838, time 308.56ms, mfu 0.74%
iter 270: loss 1.9643, time 311.70ms, mfu 0.74%
iter 280: loss 1.9718, time 309.06ms, mfu 0.75%
iter 290: loss 1.9539, time 306.16ms, mfu 0.76%
iter 300: loss 1.9136, time 305.54ms, mfu 0.76%
iter 310: loss 1.8774, time 306.06ms, mfu 0.77%
iter 320: loss 1.8727, time 306.06ms, mfu 0.77%
iter 330: loss 1.8519, time 313.88ms, mfu 0.77%
iter 340: loss 1.8229, time 306.00ms, mfu 0.78%
iter 350: loss 1.8231, time 306.22ms, mfu 0.78%
iter 360: loss 1.7883, time 307.37ms, mfu 0.78%
iter 370: loss 1.7522, time 307.27ms, mfu 0.79%
iter 380: loss 1.7597, time 306.54ms, mfu 0.79%
iter 390: loss 1.7732, time 309.33ms, mfu 0.79%
iter 400: loss 1.7114, time 306.67ms, mfu 0.79%
iter 410: loss 1.7363, time 307.25ms, mfu 0.79%
iter 420: loss 1.7446, time 305.57ms, mfu 0.80%
iter 430: loss 1.7034, time 306.97ms, mfu 0.80%
iter 440: loss 1.6954, time 306.34ms, mfu 0.80%
iter 450: loss 1.7118, time 306.46ms, mfu 0.80%
iter 460: loss 1.6505, time 306.54ms, mfu 0.80%
iter 470: loss 1.6532, time 305.57ms, mfu 0.80%
iter 480: loss 1.6341, time 313.15ms, mfu 0.80%
iter 490: loss 1.6408, time 306.33ms, mfu 0.80%
step 500: train loss 1.5502, val loss 1.7478
saving checkpoint to out-shakespeare-char
iter 500: loss 1.6704, time 16304.29ms, mfu 0.72%
iter 510: loss 1.6231, time 310.83ms, mfu 0.73%
iter 520: loss 1.6132, time 305.27ms, mfu 0.74%
iter 530: loss 1.5990, time 314.21ms, mfu 0.74%
iter 540: loss 1.6108, time 307.42ms, mfu 0.75%
iter 550: loss 1.6001, time 313.21ms, mfu 0.76%
iter 560: loss 1.5652, time 305.55ms, mfu 0.76%
iter 570: loss 1.5469, time 306.51ms, mfu 0.77%
iter 580: loss 1.5749, time 309.53ms, mfu 0.77%
iter 590: loss 1.5620, time 309.45ms, mfu 0.77%
iter 600: loss 1.5270, time 312.40ms, mfu 0.78%
iter 610: loss 1.5410, time 311.22ms, mfu 0.78%
iter 620: loss 1.5468, time 312.14ms, mfu 0.78%
iter 630: loss 1.5415, time 310.27ms, mfu 0.78%
iter 640: loss 1.5349, time 311.97ms, mfu 0.78%
iter 650: loss 1.5586, time 309.07ms, mfu 0.79%
iter 660: loss 1.5200, time 309.22ms, mfu 0.79%
iter 670: loss 1.5432, time 308.86ms, mfu 0.79%
iter 680: loss 1.5216, time 309.05ms, mfu 0.79%
iter 690: loss 1.4982, time 309.20ms, mfu 0.79%
iter 700: loss 1.5068, time 309.29ms, mfu 0.79%
iter 710: loss 1.4999, time 310.17ms, mfu 0.79%
iter 720: loss 1.5109, time 314.79ms, mfu 0.79%
iter 730: loss 1.4849, time 308.35ms, mfu 0.80%
iter 740: loss 1.5185, time 306.45ms, mfu 0.80%
step 750: train loss 1.3960, val loss 1.6095
saving checkpoint to out-shakespeare-char
iter 750: loss 1.4624, time 16380.97ms, mfu 0.72%
iter 760: loss 1.4580, time 312.89ms, mfu 0.73%
iter 770: loss 1.4721, time 304.86ms, mfu 0.74%
iter 780: loss 1.4844, time 306.80ms, mfu 0.74%
iter 790: loss 1.4482, time 310.64ms, mfu 0.75%
iter 800: loss 1.4714, time 306.18ms, mfu 0.75%
iter 810: loss 1.4487, time 308.13ms, mfu 0.76%
iter 820: loss 1.4587, time 311.26ms, mfu 0.76%
iter 830: loss 1.4588, time 307.51ms, mfu 0.77%
iter 840: loss 1.4688, time 307.11ms, mfu 0.77%
iter 850: loss 1.4410, time 307.20ms, mfu 0.78%
iter 860: loss 1.4663, time 306.10ms, mfu 0.78%
iter 870: loss 1.4426, time 305.13ms, mfu 0.78%
iter 880: loss 1.4209, time 305.76ms, mfu 0.79%
iter 890: loss 1.4289, time 306.02ms, mfu 0.79%
iter 900: loss 1.4229, time 305.21ms, mfu 0.79%
iter 910: loss 1.3778, time 307.40ms, mfu 0.79%
iter 920: loss 1.4117, time 305.87ms, mfu 0.80%
iter 930: loss 1.4288, time 305.63ms, mfu 0.80%
iter 940: loss 1.4487, time 305.73ms, mfu 0.80%
iter 950: loss 1.3883, time 306.14ms, mfu 0.80%
iter 960: loss 1.3953, time 304.75ms, mfu 0.80%
iter 970: loss 1.4110, time 307.15ms, mfu 0.80%
iter 980: loss 1.3812, time 304.75ms, mfu 0.80%
iter 990: loss 1.3991, time 306.33ms, mfu 0.80%
step 1000: train loss 1.3085, val loss 1.5569
saving checkpoint to out-shakespeare-char
iter 1000: loss 1.4066, time 16108.22ms, mfu 0.73%
iter 1010: loss 1.4085, time 309.40ms, mfu 0.73%
iter 1020: loss 1.3737, time 306.16ms, mfu 0.74%
iter 1030: loss 1.3812, time 307.39ms, mfu 0.75%
iter 1040: loss 1.3755, time 305.97ms, mfu 0.75%
iter 1050: loss 1.3822, time 308.09ms, mfu 0.76%
iter 1060: loss 1.4106, time 306.54ms, mfu 0.77%
iter 1070: loss 1.3567, time 310.34ms, mfu 0.77%
iter 1080: loss 1.3798, time 306.32ms, mfu 0.77%
iter 1090: loss 1.3598, time 309.59ms, mfu 0.78%
iter 1100: loss 1.3745, time 305.11ms, mfu 0.78%
iter 1110: loss 1.3547, time 308.84ms, mfu 0.78%
iter 1120: loss 1.3838, time 307.04ms, mfu 0.79%
iter 1130: loss 1.3445, time 306.07ms, mfu 0.79%
iter 1140: loss 1.3308, time 311.00ms, mfu 0.79%
iter 1150: loss 1.3395, time 311.93ms, mfu 0.79%
iter 1160: loss 1.3215, time 307.39ms, mfu 0.79%
iter 1170: loss 1.3761, time 308.85ms, mfu 0.79%
iter 1180: loss 1.3275, time 306.79ms, mfu 0.79%
iter 1190: loss 1.3226, time 306.76ms, mfu 0.80%
iter 1200: loss 1.3316, time 308.23ms, mfu 0.80%
iter 1210: loss 1.3175, time 308.39ms, mfu 0.80%
iter 1220: loss 1.3293, time 305.26ms, mfu 0.80%
iter 1230: loss 1.3257, time 312.84ms, mfu 0.80%
iter 1240: loss 1.3142, time 312.46ms, mfu 0.80%
step 1250: train loss 1.2386, val loss 1.5151
saving checkpoint to out-shakespeare-char
iter 1250: loss 1.3109, time 16418.01ms, mfu 0.72%
iter 1260: loss 1.3221, time 312.84ms, mfu 0.73%
iter 1270: loss 1.2840, time 308.93ms, mfu 0.74%
iter 1280: loss 1.3137, time 310.38ms, mfu 0.74%
iter 1290: loss 1.3090, time 312.15ms, mfu 0.75%
iter 1300: loss 1.3183, time 306.71ms, mfu 0.75%
iter 1310: loss 1.3309, time 308.30ms, mfu 0.76%
iter 1320: loss 1.2993, time 309.40ms, mfu 0.76%
iter 1330: loss 1.3110, time 305.01ms, mfu 0.77%
iter 1340: loss 1.3360, time 307.20ms, mfu 0.77%
iter 1350: loss 1.3072, time 308.02ms, mfu 0.78%
iter 1360: loss 1.2745, time 308.77ms, mfu 0.78%
iter 1370: loss 1.3078, time 308.18ms, mfu 0.78%
iter 1380: loss 1.3189, time 306.33ms, mfu 0.79%
iter 1390: loss 1.2905, time 305.64ms, mfu 0.79%
iter 1400: loss 1.2995, time 307.06ms, mfu 0.79%
iter 1410: loss 1.2906, time 306.33ms, mfu 0.79%
iter 1420: loss 1.2908, time 305.41ms, mfu 0.79%
iter 1430: loss 1.2843, time 307.91ms, mfu 0.80%
iter 1440: loss 1.2812, time 311.02ms, mfu 0.80%
iter 1450: loss 1.3048, time 306.82ms, mfu 0.80%
iter 1460: loss 1.2859, time 306.84ms, mfu 0.80%
iter 1470: loss 1.2695, time 306.70ms, mfu 0.80%
iter 1480: loss 1.2912, time 307.52ms, mfu 0.80%
iter 1490: loss 1.2678, time 306.51ms, mfu 0.80%
step 1500: train loss 1.1996, val loss 1.4975
saving checkpoint to out-shakespeare-char
iter 1500: loss 1.2874, time 16059.17ms, mfu 0.72%
iter 1510: loss 1.2802, time 306.29ms, mfu 0.73%
iter 1520: loss 1.2704, time 305.34ms, mfu 0.74%
iter 1530: loss 1.2842, time 306.39ms, mfu 0.75%
iter 1540: loss 1.2731, time 308.11ms, mfu 0.75%
iter 1550: loss 1.2799, time 306.91ms, mfu 0.76%
iter 1560: loss 1.2860, time 307.20ms, mfu 0.76%
iter 1570: loss 1.2852, time 305.51ms, mfu 0.77%
iter 1580: loss 1.2389, time 306.71ms, mfu 0.77%
iter 1590: loss 1.2937, time 304.36ms, mfu 0.78%
iter 1600: loss 1.2760, time 308.82ms, mfu 0.78%
iter 1610: loss 1.2844, time 305.32ms, mfu 0.78%
iter 1620: loss 1.2440, time 306.53ms, mfu 0.79%
iter 1630: loss 1.2672, time 306.85ms, mfu 0.79%
iter 1640: loss 1.2918, time 305.60ms, mfu 0.79%
iter 1650: loss 1.2549, time 304.71ms, mfu 0.79%
iter 1660: loss 1.2924, time 307.57ms, mfu 0.80%
iter 1670: loss 1.2672, time 308.08ms, mfu 0.80%
iter 1680: loss 1.2673, time 307.91ms, mfu 0.80%
iter 1690: loss 1.2535, time 303.40ms, mfu 0.80%
iter 1700: loss 1.2253, time 303.39ms, mfu 0.80%
iter 1710: loss 1.2488, time 303.67ms, mfu 0.80%
iter 1720: loss 1.2203, time 307.95ms, mfu 0.80%
iter 1730: loss 1.2570, time 307.08ms, mfu 0.80%
iter 1740: loss 1.2675, time 308.87ms, mfu 0.80%
step 1750: train loss 1.1637, val loss 1.4791
saving checkpoint to out-shakespeare-char
iter 1750: loss 1.2492, time 15958.66ms, mfu 0.73%
iter 1760: loss 1.2651, time 307.76ms, mfu 0.73%
iter 1770: loss 1.2528, time 306.78ms, mfu 0.74%
iter 1780: loss 1.2601, time 306.78ms, mfu 0.75%
iter 1790: loss 1.2350, time 307.57ms, mfu 0.75%
iter 1800: loss 1.2629, time 306.69ms, mfu 0.76%
iter 1810: loss 1.2394, time 307.95ms, mfu 0.76%
iter 1820: loss 1.2457, time 306.13ms, mfu 0.77%
iter 1830: loss 1.2543, time 306.56ms, mfu 0.77%
iter 1840: loss 1.2557, time 305.43ms, mfu 0.78%
iter 1850: loss 1.2649, time 309.60ms, mfu 0.78%
iter 1860: loss 1.2416, time 307.05ms, mfu 0.78%
iter 1870: loss 1.2297, time 307.75ms, mfu 0.79%
iter 1880: loss 1.2574, time 306.17ms, mfu 0.79%
iter 1890: loss 1.2585, time 306.63ms, mfu 0.79%
iter 1900: loss 1.2187, time 304.19ms, mfu 0.79%
iter 1910: loss 1.2182, time 307.36ms, mfu 0.79%
iter 1920: loss 1.2297, time 306.17ms, mfu 0.80%
iter 1930: loss 1.2653, time 306.23ms, mfu 0.80%
iter 1940: loss 1.2517, time 306.24ms, mfu 0.80%
iter 1950: loss 1.2417, time 306.43ms, mfu 0.80%
iter 1960: loss 1.2746, time 308.37ms, mfu 0.80%
iter 1970: loss 1.2397, time 307.63ms, mfu 0.80%
iter 1980: loss 1.2513, time 307.40ms, mfu 0.80%
iter 1990: loss 1.2209, time 307.27ms, mfu 0.80%
step 2000: train loss 1.1418, val loss 1.4698
saving checkpoint to out-shakespeare-char
iter 2000: loss 1.2132, time 15961.67ms, mfu 0.72%
