Overriding config with config/train_shakespeare_char_mac.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 80
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 2000
lr_decay_iters = 2000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
device = 'mps'  # run on cpu only
compile = False # do not torch compile the model

Overriding: n_head = 6
Overriding: n_layer = 8
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 14.19M
num decayed parameter tensors: 34, with 14,279,040 parameters
num non-decayed parameter tensors: 17, with 6,528 parameters
iter 1240: loss 1.2280, time 607.02ms, mfu 0.81%
step 1250: train loss 1.1583, val loss 1.4699
saving checkpoint to out-shakespeare-char
iter 1250: loss 1.2197, time 33226.00ms, mfu 0.73%
iter 1260: loss 1.2216, time 618.91ms, mfu 0.74%
iter 1270: loss 1.2242, time 607.91ms, mfu 0.74%
iter 1280: loss 1.2385, time 608.14ms, mfu 0.75%
iter 1290: loss 1.2406, time 611.48ms, mfu 0.76%
iter 1300: loss 1.2295, time 659.60ms, mfu 0.76%
iter 1310: loss 1.2201, time 629.19ms, mfu 0.76%
iter 1320: loss 1.1955, time 606.02ms, mfu 0.77%
iter 1330: loss 1.2062, time 602.00ms, mfu 0.77%
iter 1340: loss 1.1860, time 602.69ms, mfu 0.78%
iter 1350: loss 1.1929, time 602.68ms, mfu 0.78%
iter 1360: loss 1.1977, time 603.06ms, mfu 0.79%
iter 1370: loss 1.1981, time 604.71ms, mfu 0.79%
iter 1380: loss 1.1975, time 603.06ms, mfu 0.79%
iter 1390: loss 1.1769, time 612.75ms, mfu 0.79%
iter 1400: loss 1.2181, time 613.27ms, mfu 0.80%
iter 1410: loss 1.1891, time 633.92ms, mfu 0.80%
iter 1420: loss 1.1385, time 607.79ms, mfu 0.80%
iter 1430: loss 1.1905, time 625.17ms, mfu 0.80%
iter 1440: loss 1.1713, time 612.93ms, mfu 0.80%
iter 1450: loss 1.1430, time 612.92ms, mfu 0.80%
iter 1460: loss 1.1824, time 616.98ms, mfu 0.80%
iter 1470: loss 1.1651, time 614.09ms, mfu 0.80%
iter 1480: loss 1.1967, time 608.76ms, mfu 0.80%
iter 1490: loss 1.1910, time 613.08ms, mfu 0.80%
step 1500: train loss 1.0985, val loss 1.4569
saving checkpoint to out-shakespeare-char
iter 1500: loss 1.1475, time 33049.48ms, mfu 0.72%
iter 1510: loss 1.1374, time 614.26ms, mfu 0.73%
iter 1520: loss 1.1635, time 628.43ms, mfu 0.74%
iter 1530: loss 1.1479, time 618.85ms, mfu 0.74%
iter 1540: loss 1.1581, time 611.72ms, mfu 0.75%
iter 1550: loss 1.1758, time 614.80ms, mfu 0.76%
iter 1560: loss 1.1445, time 626.01ms, mfu 0.76%
iter 1570: loss 1.1447, time 609.08ms, mfu 0.77%
iter 1580: loss 1.1604, time 607.53ms, mfu 0.77%
iter 1590: loss 1.1496, time 612.53ms, mfu 0.78%
iter 1600: loss 1.1182, time 624.47ms, mfu 0.78%
iter 1610: loss 1.1708, time 607.68ms, mfu 0.78%
iter 1620: loss 1.1208, time 613.33ms, mfu 0.78%
iter 1630: loss 1.1363, time 606.90ms, mfu 0.79%
iter 1640: loss 1.1457, time 608.75ms, mfu 0.79%
iter 1650: loss 1.1542, time 611.01ms, mfu 0.79%
iter 1660: loss 1.1289, time 646.71ms, mfu 0.79%
iter 1670: loss 1.1449, time 606.53ms, mfu 0.79%
iter 1680: loss 1.1134, time 606.62ms, mfu 0.80%
iter 1690: loss 1.1184, time 610.49ms, mfu 0.80%
iter 1700: loss 1.1002, time 608.94ms, mfu 0.80%
iter 1710: loss 1.1400, time 612.25ms, mfu 0.80%
iter 1720: loss 1.1530, time 613.04ms, mfu 0.80%
iter 1730: loss 1.1042, time 609.45ms, mfu 0.80%
iter 1740: loss 1.1316, time 619.90ms, mfu 0.80%
step 1750: train loss 1.0474, val loss 1.4567
saving checkpoint to out-shakespeare-char
iter 1750: loss 1.1300, time 33201.15ms, mfu 0.72%
iter 1760: loss 1.1610, time 608.49ms, mfu 0.73%
iter 1770: loss 1.1214, time 607.61ms, mfu 0.74%
iter 1780: loss 1.1366, time 607.89ms, mfu 0.75%
iter 1790: loss 1.1324, time 606.98ms, mfu 0.76%
iter 1800: loss 1.1102, time 606.91ms, mfu 0.76%
iter 1810: loss 1.1476, time 607.72ms, mfu 0.77%
iter 1820: loss 1.1619, time 608.77ms, mfu 0.77%
iter 1830: loss 1.1086, time 616.94ms, mfu 0.78%
iter 1840: loss 1.1244, time 605.71ms, mfu 0.78%
iter 1850: loss 1.1276, time 610.12ms, mfu 0.78%
iter 1860: loss 1.0778, time 608.14ms, mfu 0.79%
iter 1870: loss 1.1568, time 614.77ms, mfu 0.79%
iter 1880: loss 1.1222, time 611.05ms, mfu 0.79%
iter 1890: loss 1.1537, time 607.14ms, mfu 0.79%
iter 1900: loss 1.0863, time 613.21ms, mfu 0.80%
iter 1910: loss 1.1098, time 612.63ms, mfu 0.80%
iter 1920: loss 1.1260, time 605.47ms, mfu 0.80%
iter 1930: loss 1.0968, time 607.19ms, mfu 0.80%
iter 1940: loss 1.0974, time 634.56ms, mfu 0.80%
iter 1950: loss 1.1109, time 620.77ms, mfu 0.80%
iter 1960: loss 1.1356, time 609.95ms, mfu 0.80%
iter 1970: loss 1.0886, time 626.36ms, mfu 0.80%
iter 1980: loss 1.1201, time 605.31ms, mfu 0.80%
iter 1990: loss 1.0799, time 605.96ms, mfu 0.80%
step 2000: train loss 1.0160, val loss 1.4623
iter 2000: loss 1.0978, time 32649.27ms, mfu 0.72%
