Overriding config with config/train_shakespeare_char_mac.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 80
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 2000
lr_decay_iters = 2000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
device = 'mps'  # run on cpu only
compile = False # do not torch compile the model

Overriding: n_head = 8
Overriding: n_layer = 6
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 1000: loss 1.3097, time 27972.55ms, mfu 0.65%
iter 1010: loss 1.3471, time 512.74ms, mfu 0.66%
iter 1020: loss 1.3395, time 524.10ms, mfu 0.67%
iter 1030: loss 1.3150, time 541.74ms, mfu 0.67%
iter 1040: loss 1.2832, time 529.74ms, mfu 0.67%
iter 1050: loss 1.3050, time 509.22ms, mfu 0.68%
iter 1060: loss 1.3222, time 508.78ms, mfu 0.68%
iter 1070: loss 1.2741, time 513.31ms, mfu 0.69%
iter 1080: loss 1.3317, time 514.64ms, mfu 0.69%
iter 1090: loss 1.2884, time 514.47ms, mfu 0.69%
iter 1100: loss 1.3078, time 515.97ms, mfu 0.70%
iter 1110: loss 1.2891, time 514.75ms, mfu 0.70%
iter 1120: loss 1.2820, time 510.72ms, mfu 0.70%
iter 1130: loss 1.2693, time 511.77ms, mfu 0.71%
iter 1140: loss 1.2775, time 522.13ms, mfu 0.71%
iter 1150: loss 1.2696, time 512.76ms, mfu 0.71%
iter 1160: loss 1.2687, time 508.21ms, mfu 0.71%
iter 1170: loss 1.2721, time 508.62ms, mfu 0.71%
iter 1180: loss 1.2755, time 512.76ms, mfu 0.71%
iter 1190: loss 1.2802, time 513.64ms, mfu 0.72%
iter 1200: loss 1.2558, time 513.91ms, mfu 0.72%
iter 1210: loss 1.2878, time 518.07ms, mfu 0.72%
iter 1220: loss 1.2655, time 516.41ms, mfu 0.72%
iter 1230: loss 1.2338, time 510.54ms, mfu 0.72%
iter 1240: loss 1.2674, time 511.53ms, mfu 0.72%
step 1250: train loss 1.1824, val loss 1.4808
saving checkpoint to out-shakespeare-char
iter 1250: loss 1.2621, time 28240.17ms, mfu 0.65%
iter 1260: loss 1.2446, time 525.23ms, mfu 0.65%
iter 1270: loss 1.2429, time 514.51ms, mfu 0.66%
iter 1280: loss 1.2391, time 528.82ms, mfu 0.67%
iter 1290: loss 1.2422, time 507.56ms, mfu 0.67%
iter 1300: loss 1.2466, time 513.96ms, mfu 0.68%
iter 1310: loss 1.2464, time 506.87ms, mfu 0.68%
iter 1320: loss 1.2080, time 518.95ms, mfu 0.69%
iter 1330: loss 1.2321, time 520.53ms, mfu 0.69%
iter 1340: loss 1.2433, time 508.44ms, mfu 0.69%
iter 1350: loss 1.2445, time 515.82ms, mfu 0.70%
iter 1360: loss 1.2387, time 507.22ms, mfu 0.70%
iter 1370: loss 1.2332, time 509.95ms, mfu 0.70%
iter 1380: loss 1.2227, time 510.25ms, mfu 0.71%
iter 1390: loss 1.2266, time 510.10ms, mfu 0.71%
iter 1400: loss 1.2330, time 507.82ms, mfu 0.71%
iter 1410: loss 1.2145, time 510.07ms, mfu 0.71%
iter 1420: loss 1.2011, time 527.37ms, mfu 0.71%
iter 1430: loss 1.2010, time 510.04ms, mfu 0.71%
iter 1440: loss 1.2265, time 513.11ms, mfu 0.72%
iter 1450: loss 1.2026, time 509.43ms, mfu 0.72%
iter 1460: loss 1.1930, time 510.16ms, mfu 0.72%
iter 1470: loss 1.2002, time 507.21ms, mfu 0.72%
iter 1480: loss 1.2000, time 509.27ms, mfu 0.72%
iter 1490: loss 1.2042, time 511.99ms, mfu 0.72%
step 1500: train loss 1.1261, val loss 1.4657
saving checkpoint to out-shakespeare-char
iter 1500: loss 1.2090, time 28169.15ms, mfu 0.65%
iter 1510: loss 1.1973, time 506.90ms, mfu 0.66%
iter 1520: loss 1.1954, time 506.43ms, mfu 0.67%
iter 1530: loss 1.2043, time 508.30ms, mfu 0.67%
iter 1540: loss 1.1829, time 507.85ms, mfu 0.68%
iter 1550: loss 1.1964, time 508.07ms, mfu 0.69%
iter 1560: loss 1.1877, time 514.34ms, mfu 0.69%
iter 1570: loss 1.2108, time 516.72ms, mfu 0.69%
iter 1580: loss 1.1910, time 505.58ms, mfu 0.70%
iter 1590: loss 1.1951, time 507.36ms, mfu 0.70%
iter 1600: loss 1.1780, time 507.19ms, mfu 0.70%
iter 1610: loss 1.2163, time 506.04ms, mfu 0.71%
iter 1620: loss 1.1760, time 506.84ms, mfu 0.71%
iter 1630: loss 1.1692, time 507.35ms, mfu 0.71%
iter 1640: loss 1.1782, time 504.32ms, mfu 0.72%
iter 1650: loss 1.1800, time 520.26ms, mfu 0.72%
iter 1660: loss 1.1751, time 514.12ms, mfu 0.72%
iter 1670: loss 1.1665, time 511.44ms, mfu 0.72%
iter 1680: loss 1.1892, time 507.12ms, mfu 0.72%
iter 1690: loss 1.1702, time 514.09ms, mfu 0.72%
iter 1700: loss 1.1453, time 506.18ms, mfu 0.72%
iter 1710: loss 1.1471, time 514.48ms, mfu 0.72%
iter 1720: loss 1.1678, time 512.92ms, mfu 0.72%
iter 1730: loss 1.1540, time 515.39ms, mfu 0.72%
iter 1740: loss 1.1577, time 511.01ms, mfu 0.72%
step 1750: train loss 1.0861, val loss 1.4563
saving checkpoint to out-shakespeare-char
iter 1750: loss 1.1921, time 28074.87ms, mfu 0.65%
iter 1760: loss 1.1837, time 507.52ms, mfu 0.66%
iter 1770: loss 1.1299, time 510.97ms, mfu 0.67%
iter 1780: loss 1.1672, time 507.80ms, mfu 0.67%
iter 1790: loss 1.1726, time 508.57ms, mfu 0.68%
iter 1800: loss 1.1644, time 509.86ms, mfu 0.68%
iter 1810: loss 1.1762, time 508.05ms, mfu 0.69%
iter 1820: loss 1.1571, time 510.73ms, mfu 0.69%
iter 1830: loss 1.1532, time 520.60ms, mfu 0.70%
iter 1840: loss 1.1494, time 518.69ms, mfu 0.70%
iter 1850: loss 1.1414, time 510.59ms, mfu 0.70%
iter 1860: loss 1.1492, time 514.43ms, mfu 0.70%
iter 1870: loss 1.1530, time 515.73ms, mfu 0.71%
iter 1880: loss 1.1806, time 514.83ms, mfu 0.71%
iter 1890: loss 1.1521, time 512.26ms, mfu 0.71%
iter 1900: loss 1.1645, time 510.53ms, mfu 0.71%
iter 1910: loss 1.1277, time 507.83ms, mfu 0.71%
iter 1920: loss 1.1495, time 509.76ms, mfu 0.72%
iter 1930: loss 1.1243, time 504.81ms, mfu 0.72%
iter 1940: loss 1.1546, time 505.83ms, mfu 0.72%
iter 1950: loss 1.1463, time 511.18ms, mfu 0.72%
iter 1960: loss 1.1559, time 507.94ms, mfu 0.72%
iter 1970: loss 1.1362, time 505.89ms, mfu 0.72%
iter 1980: loss 1.1525, time 510.23ms, mfu 0.72%
iter 1990: loss 1.1434, time 508.08ms, mfu 0.72%
step 2000: train loss 1.0577, val loss 1.4654
iter 2000: loss 1.1451, time 27772.80ms, mfu 0.65%
